Added;Age;Alt Pos.;Att W/R;Body Type;Card ID;Club;Def W/R;Foot;Futwiz Link;Height;ID;League;Name;Nationality;Overall Rating;Player ID;Position;Price;Skill Moves;Version;Weak Foot;Weight;AcceleRATE;Acceleration;Aggression;Agility;Balance;Ball Control;Composure;Crossing;Curve;DEF;DRI;Def. Awareness;Dribbling;FK. Acc.;Finishing;Heading Acc.;Interceptions;Jumping;Long Pass;Long Shots;PAC;PAS;PHY;Penalties;PlayStyles;PlayStyles+;Positioning;Reactions;SHO;Short Pass;Shot Power;Slide Tackle;Sprint Speed;Stamina;Stand Tackle;Strength;Vision;Volleys;DIV;GK. Diving;GK. Handling;GK. Kicking;GK. Pos;GK. Reflexes;HAN;KIC;POS;REF;SPD
February 21, 2025 18:00;25;ST, LW;;Avg & Normal;134474403;Manchester City;;Right;https://www.futwiz.com/en/fc25/player/omar-marmoush/21474;"6' 0"" / 183cm";21474;ENG 1;Omar Marmoush;Egypt;95;256675;CAM;20000;5 ;Fantasy FC  ;5 ;81kg;;;;;;;;;;;;;;;;;;;;;;;;;Finesse Shot, Power Header, Incisive Pass, Tiki Taka, Rapid, Trickster, Quick Step, Relentless, ;Power Shot, Technical, ;;;;;;;;;;;;;;;;;;;;;;;
March 14, 2025 18:00;33;;;Unique;100866672;Liverpool;;Right;https://www.futwiz.com/en/fc25/player/virgil-van-dijk/22505;"6' 4"" / 193cm";22505;ENG 1;Virgil van Dijk;Netherlands;95;203376;CB;13500;5 ;FUT Birthday  ;5 ;92kg;;;;;;;;;;;;;;;;;;;;;;;;;Power Header, Long Ball Pass, Jockey, Block, Bruiser, Aerial, ;Anticipate, Intercept, ;;;;;;;;;;;;;;;;;;;;;;;
February 7, 2025 18:00;22;LM, RW;;Tall & Lean;84150732;Paris SG;;Right;https://www.futwiz.com/en/fc25/player/bradley-barcola/21340;"6' 1"" / 186cm";21340;FRA 1;Bradley Barcola;France;92;264652;LW;44000;5 ;Future Stars  ;4 ;70kg;;;;;;;;;;;;;;;;;;;;;;;;;Pinged Pass, Whipped Pass, Technical, Flair, Relentless, ;Finesse Shot, Rapid, ;;;;;;;;;;;;;;;;;;;;;;;
November 8, 2024 08:20;31;;;Unique;100865422;FC Bayern Munchen;;Right;https://www.futwiz.com/en/fc25/player/harry-kane/19001;"6' 2"" / 188cm";19001;GER 1;Harry Kane;England;95;202126;ST;;4 ;Ballon d'or  ;5 ;86kg;;;;;;;;;;;;;;;;;;;;;;;;;Chip Shot, Power Shot, Power Header, Incisive Pass, Pinged Pass, Long Ball Pass, First Touch, Trivela, ;Finesse Shot, ;;;;;;;;;;;;;;;;;;;;;;;
January 19, 2025 18:01;26;CAM;;Short & Normal;100904963;FC Barcelona;;Right;https://www.futwiz.com/en/fc25/player/aitana-bonmati/20641;"5' 4"" / 162cm";20641;Liga F;Aitana Bonmati;Spain;97;241667;CM;78500;4 ;TOTY  ;5 ;53kg;;;;;;;;;;;;;;;;;;;;;;;;;Incisive Pass, Pinged Pass, Intercept, First Touch, Relentless, ;Finesse Shot, Tiki Taka, Technical, ;;;;;;;;;;;;;;;;;;;;;;;
March 21, 2025 18:04;27;RM, CAM;;Unique;134449171;Paris SG;;Left;https://www.futwiz.com/en/fc25/player/ousmane-dembele/22610;"5' 10"" / 178cm";22610;FRA 1;Ousmane Dembele;France;93;231443;RW;0;5 ;Dreamchasers UCL  ;5 ;67kg;;;;;;;;;;;;;;;;;;;;;;;;;Pinged Pass, Whipped Pass, Technical, Flair, Trickster, Quick Step, Relentless, Trivela, ;Rapid, Low Driven Shot, ;;;;;;;;;;;;;;;;;;;;;;;
February 28, 2025 18:00;39;;;--;50482066;Heroes;;Right;https://www.futwiz.com/en/fc25/player/mario-gomez/22087;"6' 2"" / 189cm";22087;GER 1;Mario Gomez;Germany;93;150418;ST;11750;4 ;Fantasy FC Hero  ;5 ;0kg;;;;;;;;;;;;;;;;;;;;;;;;;Finesse Shot, Power Header, Incisive Pass, Technical, First Touch, Press Proven, Quick Step, ;Power Shot, Aerial, ;;;;;;;;;;;;;;;;;;;;;;;
November 8, 2024 08:00;21;CM;;Avg & Normal;67361235;Real Madrid;;Right;https://www.futwiz.com/en/fc25/player/jude-bellingham/18995;"6' 1"" / 186cm";18995;ESP 1;Jude Bellingham;England;95;252371;CAM;;4 ;Ballon d'or  ;5 ;75kg;;;;;;;;;;;;;;;;;;;;;;;;;Long Ball Pass, Whipped Pass, Intercept, Slide Tackle, Technical, Flair, Press Proven, Relentless, ;Pinged Pass, ;;;;;;;;;;;;;;;;;;;;;;;
March 13, 2025 08:00;57;RM, CAM, ST;;--;67375558;Heroes;;Left;https://www.futwiz.com/en/fc25/player/saeed-al-owairan/22485;"6' 0"" / 184cm";22485;SAU 1;Saeed Al Owairan;Saudi Arabia;93;266694;RW;0;5 ;FUT Birthday Hero  ;5 ;0kg;;;;;;;;;;;;;;;;;;;;;;;;;Whipped Pass, Flair, First Touch, Press Proven, Quick Step, ;Power Shot, Rapid, Trickster, ;;;;;;;;;;;;;;;;;;;;;;;
March 21, 2025 18:04;31;;;Unique;151197070;FC Bayern Munchen;;Right;https://www.futwiz.com/en/fc25/player/harry-kane/22604;"6' 2"" / 188cm";22604;GER 1;Harry Kane;England;95;202126;ST;18750;4 ;Dreamchasers UCL  ;5 ;86kg;;;;;;;;;;;;;;;;;;;;;;;;;Power Header, Incisive Pass, Long Ball Pass, First Touch, Press Proven, Trivela, Aerial, ;Finesse Shot, Low Driven Shot, ;;;;;;;;;;;;;;;;;;;;;;;
March 7, 2025 18:00;37;RM, CM;;--;50516591;Heroes;;Right;https://www.futwiz.com/en/fc25/player/ramires/22149;"5' 10"" / 179cm";22149;ENG 1;Ramires;Brazil;94;184943;CDM;38000;5 ;FUT Birthday Hero  ;5 ;0kg;;;;;;;;;;;;;;;;;;;;;;;;;Chip Shot, Jockey, Slide Tackle, Press Proven, Relentless, ;Intercept, Long Ball Pass, ;;;;;;;;;;;;;;;;;;;;;;;
December 20, 2024 18:00;24;;;Unique;134456813;Manchester City;;Left;https://www.futwiz.com/en/fc25/player/erling-haaland/19481;"6' 5"" / 195cm";19481;ENG 1;Erling Haaland;Norway;94;239085;ST;11750;4 ;Winter Wildcard  ;4 ;94kg;;;;;;;;;;;;;;;;;;;;;;;;;Finesse Shot, Power Shot, Power Header, Bruiser, Technical, Acrobatic, ;Rapid, Press Proven, ;;;;;;;;;;;;;;;;;;;;;;;
November 20, 2024 18:00;24;;;Unique;117679597;Manchester City;;Left;https://www.futwiz.com/en/fc25/player/erling-haaland/19112;"6' 5"" / 195cm";19112;ENG 1;Erling Haaland;Norway;92;239085;ST;140000;3 ;Inform  ;3 ;94kg;;;;;;;;;;;;;;;;;;;;;;;;;Power Shot, Power Header, Bruiser, Press Proven, ;Acrobatic, ;;;;;;;;;;;;;;;;;;;;;;;
March 14, 2025 18:00;20;LW;;Avg & Normal;67373104;FC Barcelona;;Right;https://www.futwiz.com/en/fc25/player/gavi/22525;"5' 8"" / 173cm";22525;ESP 1;Gavi;Spain;92;264240;CM;11500;5 ;FUT Birthday  ;5 ;70kg;;;;;;;;;;;;;;;;;;;;;;;;;Intercept, Slide Tackle, Rapid, Relentless, ;Anticipate, Tiki Taka, ;;;;;;;;;;;;;;;;;;;;;;;
February 21, 2025 18:00;33;LW;;Unique;84069357;Heroes;;Right;https://www.futwiz.com/en/fc25/player/eden-hazard/21475;"5' 9"" / 175cm";21475;ESP 1;Eden Hazard;Belgium;94;183277;LM;63500;5 ;Fantasy FC Hero  ;4 ;74kg;;;;;;;;;;;;;;;;;;;;;;;;;Finesse Shot, Tiki Taka, First Touch, Trickster, ;Technical, Quick Step, ;;;;;;;;;;;;;;;;;;;;;;;
December 20, 2024 18:00;24;;;Unique;151234029;Manchester City;;Left;https://www.futwiz.com/en/fc25/player/erling-haaland/19482;"6' 5"" / 195cm";19482;ENG 1;Erling Haaland;Norway;94;239085;CB;12750;4 ;Winter Wildcard  ;4 ;94kg;;;;;;;;;;;;;;;;;;;;;;;;;Power Header, Anticipate, Rapid, Press Proven, Acrobatic, ;Block, Bruiser, ;;;;;;;;;;;;;;;;;;;;;;;
February 21, 2025 18:00;26;LM, RW, ST;;--;50595737;UD Tenerife;;Right;https://www.futwiz.com/en/fc25/player/rinsola-babajide/21485;"5' 8"" / 172cm";21485;Liga F;Rinsola Babajide;Nigeria;92;264089;LW;11500;4 ;Fantasy FC  ;5 ;68kg;;;;;;;;;;;;;;;;;;;;;;;;;Finesse Shot, Power Shot, Power Header, Whipped Pass, Technical, Rapid, Flair, First Touch, Press Proven, ;Quick Step, Trivela, ;;;;;;;;;;;;;;;;;;;;;;;
September 21, 2024 18:00;24;;;Unique;67347949;Manchester City;;Left;https://www.futwiz.com/en/fc25/player/erling-haaland/18632;"6' 5"" / 195cm";18632;ENG 1;Erling Haaland;Norway;92;239085;ST;;3 ;Premier League POTM  ;3 ;94kg;;;;;;;;;;;;;;;;;;;;;;;;;Power Shot, Power Header, Bruiser, Press Proven, ;Acrobatic, ;;;;;;;;;;;;;;;;;;;;;;;
November 8, 2024 08:02;26;CAM;;Short & Normal;67350531;FC Barcelona;;Right;https://www.futwiz.com/en/fc25/player/aitana-bonmati/18997;"5' 4"" / 162cm";18997;Liga F;Aitana Bonmati;Spain;97;241667;CM;;4 ;Ballon d'or  ;5 ;53kg;;;;;;;;;;;;;;;;;;;;;;;;;Finesse Shot, Incisive Pass, Pinged Pass, Long Ball Pass, Tiki Taka, Whipped Pass, First Touch, Relentless, ;Technical, ;;;;;;;;;;;;;;;;;;;;;;;
November 8, 2024 08:00;25;LB;;Avg & Normal;67356652;FC Bayern Munchen;;Right;https://www.futwiz.com/en/fc25/player/giulia-gwinn/18988;"5' 8"" / 172cm";18988;Frauen Bundesliga;Giulia Gwinn;Germany;95;247788;RB;;4 ;Ballon d'or  ;4 ;58kg;;;;;;;;;;;;;;;;;;;;;;;;;Long Ball Pass, Whipped Pass, Jockey, Anticipate, Bruiser, Rapid, First Touch, Relentless, Long Throw, ;Intercept, ;;;;;;;;;;;;;;;;;;;;;;;
February 23, 2025 18:00;43;LB, RM;;--;67244319;Heroes;;Right;https://www.futwiz.com/en/fc25/player/maicon/21500;"6' 0"" / 184cm";21500;ITA 1;Maicon;Brazil;93;135455;RB;0;5 ;Fantasy FC Hero  ;5 ;0kg;;;;;;;;;;;;;;;;;;;;;;;;;Power Shot, Jockey, Block, Bruiser, Trivela, ;Whipped Pass, Rapid, ;;;;;;;;;;;;;;;;;;;;;;;
April 20, 2025 18:00;27;CDM;;Unique;100891998;FC Barcelona;;Right;https://www.futwiz.com/en/fc25/player/frenkie-de-jong/22822;"5' 11"" / 181cm";22822;ESP 1;Frenkie de Jong;Netherlands;93;228702;CM;0;5 ;Champions League RTTF  ;4 ;74kg;;;;;;;;;;;;;;;;;;;;;;;;;Finesse Shot, Pinged Pass, Tiki Taka, Intercept, Technical, Flair, Press Proven, Trivela, ;Long Ball Pass, Incisive Pass, ;;;;;;;;;;;;;;;;;;;;;;;
March 7, 2025 18:00;23;LW;;Short & Normal;67374538;OL;;Left;https://www.futwiz.com/en/fc25/player/selma-bacha/22157;"5' 3"" / 161cm";22157;D1 Arkema;Selma Bacha;France;93;265674;LB;11750;5 ;FUT Birthday  ;5 ;58kg;;;;;;;;;;;;;;;;;;;;;;;;;Dead Ball, Intercept, Anticipate, Technical, Quick Step, Relentless, ;Whipped Pass, Jockey, ;;;;;;;;;;;;;;;;;;;;;;;
February 21, 2025 18:00;60;ST;;--;190042;Icons;;Left;https://www.futwiz.com/en/fc25/player/diego-maradona/21472;"5' 5"" / 165cm";21472;ICO;Diego Maradona;Argentina;95;190042;CAM;330000;5 ;Icon  ;3 ;0kg;;;;;;;;;;;;;;;;;;;;;;;;;Finesse Shot, Dead Ball, Incisive Pass, Tiki Taka, Flair, First Touch, ;Technical, ;;;;;;;;;;;;;;;;;;;;;;;
February 21, 2025 18:00;37;CM;;--;67279754;Heroes;;Left;https://www.futwiz.com/en/fc25/player/blaise-matuidi/21476;"5' 11"" / 180cm";21476;FRA 1;Blaise Matuidi;France;94;170890;CDM;79500;4 ;Fantasy FC Hero  ;5 ;0kg;;;;;;;;;;;;;;;;;;;;;;;;;Anticipate, Press Proven, Quick Step, Relentless, ;Pinged Pass, Intercept, ;;;;;;;;;;;;;;;;;;;;;;;
March 28, 2025 18:00;26;RM;;Unique;100902349;Real Madrid;;Right;https://www.futwiz.com/en/fc25/player/federico-valverde/22660;"6' 0"" / 182cm";22660;ESP 1;Federico Valverde;Uruguay;94;239053;CM;18500;4 ;Dreamchasers UCL  ;4 ;78kg;;;;;;;;;;;;;;;;;;;;;;;;;Incisive Pass, Long Ball Pass, Rapid, First Touch, Relentless, Trivela, Acrobatic, ;Power Shot, Pinged Pass, ;;;;;;;;;;;;;;;;;;;;;;;
March 14, 2025 18:00;25;CM;;Short & Normal;67371875;Man Utd;;Right;https://www.futwiz.com/en/fc25/player/ella-toone/22531;"5' 4"" / 163cm";22531;Barclays WSL;Ella Toone;England;92;263011;CAM;11500;5 ;FUT Birthday  ;5 ;57kg;;;;;;;;;;;;;;;;;;;;;;;;;Chip Shot, Technical, Flair, First Touch, Trickster, Trivela, ;Incisive Pass, Finesse Shot, ;;;;;;;;;;;;;;;;;;;;;;;
January 24, 2025 18:00;26;RM;;Unique;84125133;Real Madrid;;Right;https://www.futwiz.com/en/fc25/player/federico-valverde/21004;"6' 0"" / 182cm";21004;ESP 1;Federico Valverde;Uruguay;92;239053;CM;13000;4 ;TOTY Honourable Mention  ;4 ;78kg;;;;;;;;;;;;;;;;;;;;;;;;;Incisive Pass, Pinged Pass, Long Ball Pass, Rapid, First Touch, Trivela, Acrobatic, ;Power Shot, Relentless, ;;;;;;;;;;;;;;;;;;;;;;;
January 17, 2025 18:00;24;LM, ST;;Avg & Lean;151233738;Real Madrid;;Right;https://www.futwiz.com/en/fc25/player/vini-jr./20615;"5' 9"" / 176cm";20615;ESP 1;Vini Jr.;Brazil;97;238794;LW;78500;5 ;TOTY  ;4 ;73kg;;;;;;;;;;;;;;;;;;;;;;;;;Chip Shot, Whipped Pass, Rapid, Flair, First Touch, Trickster, Trivela, ;Technical, Quick Step, Finesse Shot, ;;;;;;;;;;;;;;;;;;;;;;;
February 14, 2025 18:00;53;CDM;;--;67180472;Icons;;Right;https://www.futwiz.com/en/fc25/player/julie-foudy/21406;"5' 6"" / 168cm";21406;ICO;Julie Foudy;United States;93;71608;CM;11750;4 ;Grassroot Greats Icons  ;5 ;0kg;;;;;;;;;;;;;;;;;;;;;;;;;Pinged Pass, Long Ball Pass, Technical, First Touch, Press Proven, Relentless, ;Intercept, Incisive Pass, ;;;;;;;;;;;;;;;;;;;;;;;
February 21, 2025 18:00;23;LM, RW;;Avg & Normal;100910931;Paris SG;;Right;https://www.futwiz.com/en/fc25/player/khvicha-kvaratskhelia/21478;"6' 0"" / 183cm";21478;FRA 1;Khvicha Kvaratskhelia;Georgia;95;247635;LW;16000;5 ;Fantasy FC  ;5 ;70kg;;;;;;;;;;;;;;;;;;;;;;;;;Power Shot, Incisive Pass, Technical, Rapid, Flair, First Touch, Quick Step, Trivela, ;Finesse Shot, Trickster, ;;;;;;;;;;;;;;;;;;;;;;;
